state,county,fips,year,registration,turnout,per_registration,lawchange,presyear,population,medfaminc,per_HSeducation,per_AfricanAmerican,per_urban,median_age,log_inc,log_pop
OH,BUTLER,39017,1980,1,.53658682,1,0,1,258787,22832.297,.35708514,.047598992,.80129987,28.1,10.035932,12.46376
OH,BUTLER,39017,1982,1,.36912593,1,0,0,265325.41,26074.244,.43766811,.047091164,,,10.168703,12.488712
OH,BUTLER,39017,1984,1,.53055018,1,0,1,271863.81,29341.422,.51825106,.046583332,,,10.286756,12.513057
OH,BUTLER,39017,1986,1,.34758118,1,0,0,278402.19,33394.691,.5988341,.046075508,,,10.416152,12.536822
OH,BUTLER,39017,1988,1,.52743161,1,0,1,284940.59,35883.313,.67941701,.045567676,,,10.488028,12.560036
OH,BUTLER,39017,1990,1,.36983609,1,0,0,291479,39140.363,.75999999,.045059849,,,10.574909,12.582724
OH,BUTLER,39017,1992,1,.5898332,1,0,1,299744.59,42924.445,.68880659,.046583112,,,10.667197,12.610686
OH,BUTLER,39017,1994,1,.38968018,1,0,0,308010.19,46710.828,.6176132,.04810638,,,10.751731,12.637888
OH,BUTLER,39017,1996,1,.5231775,1,0,1,316275.81,50498.461,.5464198,.049629644,,,10.829699,12.66437
OH,BUTLER,39017,1998,1,.37423131,1,0,0,324541.41,54289.438,.47522637,.051152911,,,10.902085,12.690168
OH,BUTLER,39017,2000,1,.5394364,1,0,1,332807,56667.559,.40403298,.052676179,,34.200001,10.944957,12.715318
OH,CARROLL,39019,1950,0,.64001369,0,0,0,19039,2735.9504,.29299998,.02,.21799999,29.4,7.9142342,9.8542452
OH,CARROLL,39019,1952,0,.75311881,0,0,1,19402.6,3252.1946,.308,.018999999,.21799999,29.139999,8.0870857,9.8731623
OH,CARROLL,39019,1954,0,.49485618,0,0,0,19766.199,3776.5933,.32299998,.017999999,.21799999,28.879999,8.236578,9.8917284
OH,CARROLL,39019,1956,0,.71746981,0,0,1,20129.801,4297.7119,.338,.017000001,.21799999,28.620001,8.3658381,9.9099569
OH,CARROLL,39019,1958,0,.6226427,0,0,0,20493.4,4811.6377,.35299999,.016000001,.21799999,28.360001,8.4787931,9.9278584
OH,CARROLL,39019,1960,0,.80045652,0,0,1,20857,5331.2964,.368,.015,.21799999,28.1,8.5813494,9.9454451
OH,CARROLL,39019,1962,0,.53747952,0,0,0,21001.4,6065.9609,.39040002,.013400001,.21779999,28.200001,8.7104483,9.9523439
OH,CARROLL,39019,1964,0,.6740427,0,0,1,21145.801,6799.4531,.41279998,.0118,.2176,28.300001,8.8245974,9.959197
OH,CARROLL,39019,1966,0,.44300151,0,0,0,21145.801,6788.5171,.41279998,.0118,.2176,28.300001,8.8229876,9.959197
OH,CARROLL,39019,1968,0,.63836366,0,0,1,21434.6,8243.7275,.4576,.0086000003,.21720001,28.5,9.0172081,9.9727621
OH,CARROLL,39019,1970,0,.47352672,0,0,0,21579,8948.9258,.47999999,.0069999998,.21700001,28.6,9.0992889,9.979476
OH,CARROLL,39019,1972,0,.60905403,0,0,1,22382.801,10930.856,.45623222,.0062953667,.21430631,28.82,9.299345,10.016048
OH,CARROLL,39019,1974,0,.44181243,0,0,0,23186.6,12897.766,.43246442,.0055907331,.21161263,29.040001,9.4648094,10.05133
OH,CARROLL,39019,1976,0,.63863832,0,0,1,23990.4,14837.437,.40869662,.0048861001,.20891891,29.26,9.6049089,10.085409
OH,CARROLL,39019,1978,1,.35434565,1,1,0,24794.199,16779.182,.38492882,.0041814675,.20622522,29.480001,9.7278938,10.118365
OH,CARROLL,39019,1980,1,.56060779,1,0,1,25598,18710.322,.36116105,.0034768339,.20353153,29.700001,9.8368311,10.15027
OH,CARROLL,39019,1982,1,.46408263,1,0,0,25782.6,20889.504,.43192881,.0037995286,,,9.9470024,10.157455
OH,CARROLL,39019,1984,1,.57873714,1,0,1,25967.199,23090.514,.50269663,.0041222228,,,10.047177,10.16459
OH,CARROLL,39019,1986,1,.42036778,1,0,0,26151.801,25902.047,.57346445,.0044449172,,,10.162077,10.171674
OH,CARROLL,39019,1988,1,.58114588,1,0,1,26336.4,27500.496,.64423215,.0047676112,,,10.221959,10.178707
OH,CARROLL,39019,1990,1,.46665031,1,0,0,26521,29695.586,.71499997,.0050903056,,,10.298754,10.185692
OH,CARROLL,39019,1992,1,.62823915,1,0,1,26984,32056.645,.6569494,.0051472895,,,10.375259,10.202999
OH,CARROLL,39019,1994,1,.46026611,1,0,0,27447,34419.984,.59889871,.0052042734,,,10.446393,10.220012
OH,CARROLL,39019,1996,1,.57088631,1,0,1,27910,36784.648,.54084814,.0052612578,,,10.512836,10.23674
OH,CARROLL,39019,1998,1,.43749306,1,0,0,28373,39152.031,.48279747,.0053182417,,,10.575208,10.253193
OH,CARROLL,39019,2000,1,.54169756,1,0,1,28836,40509.625,.42474687,.0053752256,,38.799999,10.609295,10.26938
OH,CHAMPAIGN,39021,1950,0,.61738098,0,0,0,26793,2820.7532,.34999999,.039000001,.352,30.5,7.9447594,10.195896
OH,CHAMPAIGN,39021,1952,0,.79410821,0,0,1,27377.199,3299.447,.36180001,.038600001,.352,30.16,8.10151,10.217465
OH,CHAMPAIGN,39021,1954,0,.49962339,0,0,0,27961.4,3786.7039,.37360001,.038200002,.352,29.82,8.2392511,10.238581
OH,CHAMPAIGN,39021,1956,0,.73423338,0,0,1,28545.6,4270.8003,.3854,.037799999,.352,29.48,8.3595562,10.259258
OH,CHAMPAIGN,39021,1958,0,.57261026,0,0,0,29129.801,4747.9097,.39720002,.0374,.352,29.139999,8.4654598,10.279517
OH,CHAMPAIGN,39021,1960,0,.78551233,0,0,1,29714,5230.8047,.40900001,.037,.352,28.799999,8.5623207,10.299374
OH,CHAMPAIGN,39021,1962,0,.51913017,0,0,0,29869.4,6136.0166,.43280002,.036000002,.3554,28.799999,8.7219315,10.30459
OH,CHAMPAIGN,39021,1964,0,.69182795,0,0,1,30024.801,7039.687,.45660001,.035,.35880002,28.799999,8.8593187,10.309779
OH,CHAMPAIGN,39021,1966,0,.41407323,0,0,0,30024.801,7028.3643,.45660001,.035,.35880002,28.799999,8.8577089,10.309779
OH,CHAMPAIGN,39021,1968,0,.65900421,0,0,1,30335.6,8821.9717,.50419998,.033,.36560002,28.799999,9.085001,10.320077
OH,CHAMPAIGN,39021,1970,0,.47508821,0,0,0,30491,9694.0645,.528,.032000002,.36900002,28.799999,9.1792688,10.325187
OH,CHAMPAIGN,39021,1972,1,.62083745,1,0,1,31122.6,11569.23,.49740967,.031276248,.35916626,29.16,9.3561039,10.34569
OH,CHAMPAIGN,39021,1974,1,.43840289,1,0,0,31754.199,13429.983,.46681932,.030552492,.34933251,29.52,9.5052452,10.36578
OH,CHAMPAIGN,39021,1976,1,.52453709,1,0,1,32385.801,15263.823,.43622899,.029828738,.3394987,29.879999,9.6332407,10.385475
OH,CHAMPAIGN,39021,1978,1,.38031575,1,0,0,33017.398,17101.014,.40563861,.029104983,.32966495,30.24,9.7468929,10.40479
OH,CHAMPAIGN,39021,1980,1,.51906419,1,0,1,33649,18928.287,.37504828,.02838123,.31983119,30.6,9.8484125,10.423738
OH,CHAMPAIGN,39021,1982,1,.45814633,1,0,0,34123,22426.643,.45083863,.028213188,,,10.018005,10.437727
OH,CHAMPAIGN,39021,1984,1,.54868805,1,0,1,34597,25943.955,.52662897,.028045146,,,10.163694,10.451522
OH,CHAMPAIGN,39021,1986,1,.42627636,1,0,0,35071,30170.092,.60241932,.027877104,,,10.314607,10.46513
OH,CHAMPAIGN,39021,1988,1,.51634687,1,0,1,35545,32981.793,.67820966,.027709061,,,10.403711,10.478555
OH,CHAMPAIGN,39021,1990,1,.41822222,1,0,0,36019,36486.676,.75400001,.027541019,,,10.504703,10.491802
OH,CHAMPAIGN,39021,1992,1,.60163206,1,0,1,36593.199,39370.215,.69246203,.0266304,,,10.580765,10.507618
OH,CHAMPAIGN,39021,1994,1,.40800774,1,0,0,37167.398,42256.578,.63092405,.025719779,,,10.651515,10.523188
OH,CHAMPAIGN,39021,1996,1,.5353846,1,0,1,37741.602,45144.574,.56938607,.024809156,,,10.717626,10.538518
OH,CHAMPAIGN,39021,1998,1,.40551642,1,0,0,38315.801,48035.922,.50784808,.023898534,,,10.779704,10.553617
OH,CHAMPAIGN,39021,2000,1,.52850628,1,0,1,38890,49688.68,.44631013,.022987913,,37,10.813533,10.568493
OH,CLARK,39023,1950,1,.48390704,1,0,0,111661,3542.637,.37,.090000004,.71699995,30.9,8.1726265,11.623222
OH,CLARK,39023,1952,1,.64824271,1,0,1,115616.8,4048.7366,.3788,.090600006,.71699995,30.719999,8.30616,11.658036
OH,CLARK,39023,1954,1,.41656077,1,0,0,119572.6,4565.8677,.38760003,.091200002,.71699995,30.539999,8.4263639,11.691679
OH,CLARK,39023,1956,1,.60597795,1,0,1,123528.4,5079.4199,.3964,.091800004,.71699995,30.360001,8.5329523,11.724226
OH,CLARK,39023,1958,1,.48358968,1,0,0,127484.2,5584.9624,.4052,.092399999,.71699995,30.18,8.6278334,11.755748
OH,CLARK,39023,1960,1,.67260092,1,0,1,131440,6097.5459,.414,.093000002,.71699995,30,8.715642,11.786305
OH,CLARK,39023,1962,1,.44849825,1,0,0,136541.2,6962.4609,.43280002,.091200002,.70819998,29.559999,8.8482885,11.824382
OH,CLARK,39023,1964,1,.61404836,1,0,1,141642.41,7825.9834,.45159999,.089399993,.69940001,29.119999,8.9652042,11.861061
OH,CLARK,39023,1966,1,.43873513,1,0,0,141642.41,7813.396,.45159999,.089399993,.69940001,29.119999,8.9635954,11.861061
OH,CLARK,39023,1968,1,.5734607,1,0,1,151844.8,9526.6816,.4892,.0858,.68180001,28.24,9.1618519,11.930614
OH,CLARK,39023,1970,1,.41522032,1,0,0,156946,10357.332,.50800002,.083999999,.67300004,27.799999,9.24545,11.963657
OH,CLARK,39023,1972,1,.54073715,1,0,1,155604,12293.134,.4827612,.084653877,.67671311,28.34,9.4167957,11.95507
OH,CLARK,39023,1974,1,.38333333,1,0,0,154262,14213.999,.45752239,.08530774,.68042612,28.879999,9.5619822,11.946407
OH,CLARK,39023,1976,1,.52130461,1,0,1,152920,16106.758,.43228355,.085961618,.68413919,29.42,9.6869946,11.93767
OH,CLARK,39023,1978,1,.33636278,1,0,0,151578,18003.367,.40704477,.086615488,.68785214,29.959999,9.7983141,11.928856
OH,CLARK,39023,1980,1,.50661224,1,0,1,150236,19889.775,.38180596,.087269366,.69156528,30.5,9.8979607,11.919963
OH,CLARK,39023,1982,1,.42159402,1,0,0,149698.41,22492.063,.45224476,.087478898,,,10.020918,11.916378
OH,CLARK,39023,1984,1,.53388292,1,0,1,149160.8,25116.857,.52268356,.087688424,,,10.131294,11.91278
OH,CLARK,39023,1986,1,.37968212,1,0,0,148623.2,28410.807,.59312242,.087897956,,,10.254525,11.909169
OH,CLARK,39023,1988,1,.51824999,1,0,1,148085.59,30373.85,.66356117,.088107489,,,10.321338,11.905546
OH,CLARK,39023,1990,1,.39964181,1,0,0,147548,32990.934,.73400003,.088317022,,,10.403988,11.901909
OH,CLARK,39023,1992,1,.57847691,1,0,1,146986.8,36136.391,.68243432,.088553056,,,10.495056,11.898098
OH,CLARK,39023,1994,1,.40693653,1,0,0,146425.59,39283.84,.63086855,.088789083,,,10.578568,11.894273
OH,CLARK,39023,1996,1,.53085524,1,0,1,145864.41,42432.367,.57930285,.089025117,,,10.655666,11.890432
OH,CLARK,39023,1998,1,.38913137,1,0,0,145303.2,45583.734,.52773714,.089261144,,,10.727306,11.886578
OH,CLARK,39023,2000,1,.51337314,1,0,1,144742,47549.594,.47617137,.089497179,,37.599998,10.769528,11.882709
OH,CLERMONT,39025,1950,0,.60561216,0,0,0,42182,2816.5129,.29899999,.017999999,.142,30,7.9432549,10.649749
OH,CLERMONT,39025,1952,0,.77680755,0,0,1,49851.602,3544.3582,.31059998,.016799999,.142,28.92,8.1731119,10.816806
OH,CLERMONT,39025,1954,0,.4408626,0,0,0,57521.199,4280.0269,.3222,.0156,.142,27.84,8.3617144,10.959908
OH,CLERMONT,39025,1956,5,.65593135,.52499998,0,1,65190.801,5011.5098,.33380002,.014400001,.142,26.76,8.5194921,11.085073
OH,CLERMONT,39025,1958,5,.54453444,.47777778,0,0,72860.398,5734.0093,.34540001,.013200001,.142,25.68,8.65417,11.196301
OH,CLERMONT,39025,1960,1,.70194679,1,0,1,80530,6462.8755,.35699999,.012,.142,24.6,8.7738295,11.296385
OH,CLERMONT,39025,1962,1,.49553555,1,0,0,83569,7298.0996,.37220001,.0114,.17479999,24.66,8.8953695,11.333428
OH,CLERMONT,39025,1964,1,.60192353,1,0,1,86608,8132.0205,.38740003,.0108,.2076,24.719999,9.0035648,11.369147
OH,CLERMONT,39025,1966,1,.42265242,1,0,0,86608,8118.9404,.38740003,.0108,.2076,24.719999,9.001955,11.369147
OH,CLERMONT,39025,1968,1,.57047683,1,0,1,92686,9773.1631,.41779998,.0095999995,.27320001,24.84,9.1873951,11.436973
OH,CLERMONT,39025,1970,1,.41295528,1,0,0,95725,10573.93,.433,.0089999996,.30599999,24.9,9.2661467,11.469234
OH,CLERMONT,39025,1972,1,.51595163,1,0,1,102276.6,12919.938,.41290995,.0084997825,.32704434,25.4,9.466527,11.535437
OH,CLERMONT,39025,1974,1,.35462427,1,0,0,108828.2,15248.168,.39281994,.0079995655,.34808868,25.9,9.6322145,11.597526
OH,CLERMONT,39025,1976,1,.47411677,1,0,1,115379.8,17544.174,.37272987,.0074993484,.36913303,26.4,9.7724771,11.655985
OH,CLERMONT,39025,1978,1,.29896936,1,0,0,121931.4,19842.611,.35263985,.0069991313,.39017737,26.9,9.895587,11.711214
OH,CLERMONT,39025,1980,1,.49035963,1,0,1,128483,22128.496,.33254981,.0064989142,.41122174,27.4,10.004622,11.763552
OH,CLERMONT,39025,1982,1,.34742311,1,0,0,132823.8,25073.461,.41163987,.0069183218,,,10.129565,11.796779
OH,CLERMONT,39025,1984,1,.50296539,1,0,1,137164.59,28043.35,.4907299,.0073377285,,,10.241507,11.828937
OH,CLERMONT,39025,1986,1,.33695406,1,0,0,141505.41,31761.217,.56981993,.0077571361,,,10.366001,11.860093
OH,CLERMONT,39025,1988,1,.52047682,1,0,1,145846.2,33991.176,.64890999,.0081765428,,,10.433856,11.890308
OH,CLERMONT,39025,1990,1,.34608415,1,0,0,150187,36952.234,.72800004,.0085959509,,,10.517382,11.919637
OH,CLERMONT,39025,1992,1,.57839382,1,0,1,155745,41077.848,.65732992,.0086983442,,,10.623224,11.955976
OH,CLERMONT,39025,1994,1,.3958354,1,0,0,161303,45205.051,.58665985,.0088007376,,,10.718965,11.99104
OH,CLERMONT,39025,1996,1,.53755438,1,0,1,166861,49333.027,.51598972,.0089031309,,,10.806349,12.024917
OH,CLERMONT,39025,1998,1,.36534411,1,0,0,172419,53463.961,.44531962,.0090055242,,,10.886763,12.057683
OH,CLERMONT,39025,2000,1,.53052282,1,0,1,177977,56193.629,.37464955,.0091079185,,34.799999,10.936559,12.08941
OH,CLINTON,39027,1950,0,.56921214,0,0,0,25572,2563.1646,.36000001,.025,.39500001,31.200001,7.8489981,10.149253
OH,CLINTON,39027,1952,0,.71955997,0,0,1,26458.4,3059.1765,.377,.024600001,.39500001,30.700001,8.0259008,10.183329
OH,CLINTON,39027,1954,0,.43721181,0,0,0,27344.801,3562.792,.39400002,.0242,.39500001,30.200001,8.1782999,10.216282
OH,CLINTON,39027,1956,0,.65145081,0,0,1,28231.199,4063.2837,.41099998,.023799999,.39500001,29.700001,8.3097467,10.248183
OH,CLINTON,39027,1958,0,.51458007,0,0,0,29117.6,4556.937,.428,.023399999,.39500001,29.200001,8.4244061,10.279099
OH,CLINTON,39027,1960,0,.72363323,0,0,1,30004,5055.9907,.44499999,.023,.39500001,28.700001,8.5283289,10.309086
OH,CLINTON,39027,1962,0,.50207525,0,0,0,30296,5881.3076,.46700001,.023399999,.3996,28.42,8.679534,10.318771
OH,CLINTON,39027,1964,0,.6673404,0,0,1,30588,6705.2402,.48900002,.023799999,.40419999,28.139999,8.8106441,10.328363
OH,CLINTON,39027,1966,0,.42498022,0,0,0,30588,6694.4551,.48900002,.023799999,.40419999,28.139999,8.8090353,10.328363
OH,CLINTON,39027,1968,1,.55838794,1,0,1,31172,8329.6318,.53299999,.024600001,.41339999,27.58,9.0275745,10.347276
OH,CLINTON,39027,1970,1,.42069557,1,0,0,31464,9124.0693,.55500001,.025,.41799998,27.299999,9.1186714,10.356599
OH,CLINTON,39027,1972,1,.52826923,1,0,1,32091.801,11046.549,.51724219,.02416149,.42937443,27.74,9.3098736,10.376356
OH,CLINTON,39027,1974,1,.40474486,1,0,0,32719.6,12954.385,.47948441,.023322977,.44074887,28.18,9.4691896,10.39573
OH,CLINTON,39027,1976,1,.52088237,1,0,1,33347.398,14835.387,.4417266,.022484466,.45212325,28.619999,9.6047707,10.414735
OH,CLINTON,39027,1978,1,.34406856,1,0,0,33975.199,16718.902,.40396881,.021645956,.4634977,29.059999,9.7242956,10.433386
OH,CLINTON,39027,1980,1,.5110873,1,0,1,34603,18592.174,.36621103,.020807445,.47487214,29.5,9.8304958,10.451695
OH,CLINTON,39027,1982,1,.39484602,1,0,0,34765.398,21336.465,.44156882,.020689439,,,9.968173,10.456378
OH,CLINTON,39027,1984,1,.52265292,1,0,1,34927.801,24101.049,.51692659,.020571435,,,10.090011,10.461039
OH,CLINTON,39027,1986,1,.38198498,1,0,0,35090.199,27513.1,.59228444,.020453431,,,10.222418,10.465677
OH,CLINTON,39027,1988,1,.49898303,1,0,1,35252.602,29635.961,.66764224,.020335427,,,10.296743,10.470295
OH,CLINTON,39027,1990,1,.39298233,1,0,0,35415,32391.781,.74300003,.020217421,,,10.38566,10.474891
OH,CLINTON,39027,1992,1,.5770672,1,0,1,36440.602,35636.969,.6749565,.020544605,,,10.481139,10.503439
OH,CLINTON,39027,1994,1,.41710451,1,0,0,37466.199,38883.941,.60691291,.02087179,,,10.568336,10.531195
OH,CLINTON,39027,1996,1,.51488012,1,0,1,38491.801,42131.863,.53886938,.021198973,,,10.64856,10.558201
OH,CLINTON,39027,1998,1,.3590461,1,0,0,39517.398,45382.512,.47082579,.021526158,,,10.722882,10.584496
OH,CLINTON,39027,2000,1,.48977882,1,0,1,40543,47450.078,.40278226,.021853343,,35.299999,10.767433,10.610119
OH,COLUMBIANA,39029,1950,5,.52812219,.22131148,0,0,98920,3234.1667,.317,.014,.54900002,30.799999,8.0815268,11.502067
OH,COLUMBIANA,39029,1952,5,.71934164,.23622048,0,1,100536.8,3688.8582,.32760003,.0144,.54900002,30.779999,8.2130718,11.518279
OH,COLUMBIANA,39029,1954,5,.44290569,.21428572,0,0,102153.6,4153.6416,.3382,.0148,.54900002,30.76,8.3317404,11.534233
OH,COLUMBIANA,39029,1956,5,.67410475,.21428572,0,1,103770.4,4615.189,.3488,.0152,.54900002,30.74,8.437108,11.549936
OH,COLUMBIANA,39029,1958,5,.5792079,.21192053,0,0,105387.2,5069.4824,.35939997,.015600001,.54900002,30.720001,8.5309944,11.565396
OH,COLUMBIANA,39029,1960,5,.74718833,.21052632,0,1,107004,5530.1865,.37,.016000001,.54900002,30.700001,8.6179771,11.580622
OH,COLUMBIANA,39029,1962,5,.48497558,.2060606,0,0,107265.2,6307.0771,.38999999,.015800001,.551,30.66,8.7494278,11.583059
OH,COLUMBIANA,39029,1964,5,.6558975,.2060606,0,1,107526.4,7082.7207,.41,.015600001,.55300003,30.620001,8.8654137,11.585492
OH,COLUMBIANA,39029,1966,5,.41720077,.20238096,0,0,107526.4,7071.3286,.41,.015600001,.55300003,30.620001,8.8638039,11.585492
OH,COLUMBIANA,39029,1968,5,.60847259,.2,0,1,108048.8,8610.2266,.44999999,.0152,.55699998,30.540001,9.0607061,11.590338
OH,COLUMBIANA,39029,1970,5,.43168542,.2,0,0,108310,9356.2129,.47,.015,.55900002,30.5,9.143796,11.592752
OH,COLUMBIANA,39029,1972,5,.58921623,.19653179,0,1,109362.4,11500.848,.45078605,.01438439,.53647733,30.559999,9.3501759,11.602423
OH,COLUMBIANA,39029,1974,5,.40469643,.19318181,0,0,110414.8,13629.28,.43157208,.013768781,.51395458,30.619999,9.5199757,11.612
OH,COLUMBIANA,39029,1976,5,.60153884,.19209039,0,1,111467.2,15728.544,.41235813,.013153171,.49143189,30.68,9.6632328,11.621486
OH,COLUMBIANA,39029,1978,1,.30473962,1,1,0,112519.6,17829.682,.39314416,.012537563,.46890914,30.74,9.78862,11.630882
OH,COLUMBIANA,39029,1980,1,.51255125,1,0,1,113572,19919.313,.37393022,.011921953,.44638646,30.799999,9.8994446,11.640192
OH,COLUMBIANA,39029,1982,1,.43399394,1,0,0,112512.8,21513.828,.44274417,.012140171,,,9.9764509,11.630822
OH,COLUMBIANA,39029,1984,1,.56284714,1,0,1,111453.6,23133.328,.51155818,.012358388,,,10.049029,11.621364
OH,COLUMBIANA,39029,1986,1,.4014881,1,0,0,110394.4,25351.672,.5803721,.012576606,,,10.1406,11.611814
OH,COLUMBIANA,39029,1988,1,.54172933,1,0,1,109335.2,26383.529,.64918607,.012794823,,,10.180495,11.602174
OH,COLUMBIANA,39029,1990,1,.44381484,1,0,0,108276,28000.344,.71800005,.013013041,,,10.239972,11.592439
OH,COLUMBIANA,39029,1992,1,.58842027,1,0,1,109035.8,30574.35,.6644094,.014814626,,,10.327917,11.599432
OH,COLUMBIANA,39029,1994,1,.42205653,1,0,0,109795.6,33150.145,.61081874,.01661621,,,10.408802,11.606376
OH,COLUMBIANA,39029,1996,1,.52772313,1,0,1,110555.4,35726.926,.55722815,.018417798,,,10.48366,11.613272
OH,COLUMBIANA,39029,1998,1,.39452827,1,0,0,111315.2,38306.148,.50363749,.02021938,,,10.553366,11.620121
OH,COLUMBIANA,39029,2000,1,.500678,1,0,1,112075,39890.855,.45004684,.022020968,,38.5,10.593903,11.626924
OH,COSHOCTON,39031,1950,0,.66823375,0,0,0,31141,2840.8938,.33000001,.0099999998,.40700001,31.5,7.9518738,10.34628
OH,COSHOCTON,39031,1952,0,.7755422,0,0,1,31357.6,3310.8384,.34299999,.010199999,.40700001,31.559999,8.1049566,10.353212
OH,COSHOCTON,39031,1954,0,.491721,0,0,0,31574.199,3789.4424,.35599998,.0104,.40700001,31.619999,8.239974,10.360096
OH,COSHOCTON,39031,1956,0,.71508396,0,0,1,31790.801,4264.9131,.36900002,.010600001,.40700001,31.68,8.3581772,10.366932
OH,COSHOCTON,39031,1958,0,.60558861,0,0,0,32007.4,4733.4453,.382,.0108,.40700001,31.74,8.462409,10.373722
OH,COSHOCTON,39031,1960,0,.76749706,0,0,1,32224,5207.7754,.39500001,.011,.40700001,31.799999,8.5579081,10.380466
OH,COSHOCTON,39031,1962,0,.49695247,0,0,0,32476.4,5906.1934,.41959998,.0108,.40779999,31.639999,8.6837568,10.388269
OH,COSHOCTON,39031,1964,0,.68218011,0,0,1,32728.801,6603.5063,.44419998,.010600001,.4086,31.48,8.7953558,10.39601
OH,COSHOCTON,39031,1966,0,.44823867,0,0,0,32728.801,6592.8853,.44419998,.010600001,.4086,31.48,8.793746,10.39601
OH,COSHOCTON,39031,1968,0,.61219358,0,0,1,33233.602,7976.2373,.49340001,.010199999,.4102,31.16,8.9842224,10.411317
OH,COSHOCTON,39031,1970,0,.44598377,0,0,0,33486,8646.3096,.51800001,.0099999998,.41099998,31,9.064888,10.418882
OH,COSHOCTON,39031,1972,1,.52612066,1,0,1,33993.602,10786.448,.49060476,.01057606,.40322259,31.08,9.286046,10.433928
OH,COSHOCTON,39031,1974,1,.36805323,1,0,0,34501.199,12910.531,.46320951,.011152121,.39544523,31.16,9.4657984,10.44875
OH,COSHOCTON,39031,1976,1,.51403064,1,0,1,35008.801,15006.146,.43581426,.011728181,.3876678,31.24,9.6162148,10.463355
OH,COSHOCTON,39031,1978,1,.36896524,1,0,0,35516.398,17102.854,.40841901,.012304242,.37989044,31.32,9.7470007,10.47775
OH,COSHOCTON,39031,1980,1,.54534006,1,0,1,36024,19188.012,.38102376,.012880301,.37211305,31.4,9.8620405,10.49194
OH,COSHOCTON,39031,1982,1,.42853522,1,0,0,35904.602,21121.314,.44741902,.012647088,,,9.9580383,10.488621
OH,COSHOCTON,39031,1984,1,.55669999,1,0,1,35785.199,23077.73,.51381427,.012413872,,,10.046623,10.48529
OH,COSHOCTON,39031,1986,1,.40196815,1,0,0,35665.801,25639.004,.58020949,.012180659,,,10.15187,10.481948
OH,COSHOCTON,39031,1988,1,.56474471,1,0,1,35546.398,26999.855,.64660478,.011947444,,,10.203587,10.478594
OH,COSHOCTON,39031,1990,1,.44763377,1,0,0,35427,28951.703,.71300006,.011714229,,,10.273384,10.475229
OH,COSHOCTON,39031,1992,1,.61502516,1,0,1,35672.602,31575.627,.65944105,.011548441,,,10.360141,10.482139
OH,COSHOCTON,39031,1994,1,.41810602,1,0,0,35918.199,34201.438,.60588217,.011382651,,,10.440023,10.488999
OH,COSHOCTON,39031,1996,1,.54024559,1,0,1,36163.801,36828.297,.55232316,.011216861,,,10.514022,10.495814
OH,COSHOCTON,39031,1998,1,.39967909,1,0,0,36409.398,39457.699,.49876428,.011051071,,,10.582985,10.502583
OH,COSHOCTON,39031,2000,1,.51176125,1,0,1,36655,41063.363,.4452053,.010885281,,37.799999,10.622871,10.509305
OH,CRAWFORD,39033,1950,0,.62953031,0,0,0,38738,3205.5459,.38999999,.0069999998,.65099996,32,8.0726376,10.564576
OH,CRAWFORD,39033,1952,0,.78081441,0,0,1,40345.398,3768.3857,.40380001,.0069999998,.65099996,31.440001,8.2344017,10.605232
OH,CRAWFORD,39033,1954,0,.48464078,0,0,0,41952.801,4340.9023,.41760004,.0069999998,.65099996,30.880001,8.3758373,10.6443
OH,CRAWFORD,39033,1956,0,.72389537,0,0,1,43560.199,4909.7485,.4314,.0069999998,.65099996,30.32,8.4989777,10.681899
OH,CRAWFORD,39033,1958,0,.60483074,0,0,0,45167.602,5470.5049,.4452,.0069999998,.65099996,29.76,8.6071262,10.718135
OH,CRAWFORD,39033,1960,0,.76746833,0,0,1,46775,6037.8789,.45900002,.0069999998,.65099996,29.200001,8.7058077,10.753104
OH,CRAWFORD,39033,1962,0,.53619224,0,0,0,47492.801,6811.2671,.4786,.0065999995,.64859998,29,8.826333,10.768333
OH,CRAWFORD,39033,1964,0,.70159721,0,0,1,48210.602,7583.4512,.4982,.0062000002,.6462,28.800001,8.9337234,10.783334
OH,CRAWFORD,39033,1966,0,.45066297,0,0,0,48210.602,7571.2539,.4982,.0062000002,.6462,28.800001,8.9321136,10.783334
OH,CRAWFORD,39033,1968,0,.66435456,0,0,1,49646.199,9102.9814,.53740001,.0054000001,.64139998,28.400002,9.1163568,10.812677
OH,CRAWFORD,39033,1970,0,.48491529,0,0,0,50364,9844.3359,.55699998,.0049999999,.639,28.200001,9.1946516,10.827032
OH,CRAWFORD,39033,1972,0,.63032937,0,0,1,50306.199,11739.67,.52283216,.0054338491,.63587701,28.720001,9.3707294,10.825884
OH,CRAWFORD,39033,1974,1,.40989828,1,0,0,50248.398,13620.428,.48866433,.0058676982,.63275397,29.24,9.5193262,10.824734
OH,CRAWFORD,39033,1976,1,.55020535,1,0,1,50190.602,15473.942,.45449647,.0063015479,.62963098,29.76,9.6469126,10.823583
OH,CRAWFORD,39033,1978,1,.39904004,1,0,0,50132.801,17330.893,.42032865,.006735397,.62650794,30.279999,9.7602463,10.822431
OH,CRAWFORD,39033,1980,1,.56029838,1,0,1,50075,19177.826,.38616076,.0071692462,.62338495,30.799999,9.8615103,10.821278
OH,CRAWFORD,39033,1982,1,.45954278,1,0,0,49634,21342.357,.45652863,.0067924261,,,9.9684486,10.812431
